ID,ADM1_CODE,ADM1_NAME,XCOORD,YCOORD,ELEVATION,SLOPE,ASPECT
31400,2728,Galicia,-7.935691,43.7448,0,0,0
31500,2728,Galicia,-7.886194,43.746932,295,14.20737,111.91486
31900,2728,Galicia,-7.688152,43.755246,0,0,0
59700,2728,Galicia,-8.031658,43.704595,231,15.50761,167.92471
59800,2728,Galicia,-7.982201,43.706767,208,16.83701,354.11139
59900,2728,Galicia,-7.932739,43.708918,463,8.3811,193.7816
60000,2728,Galicia,-7.883271,43.711047,181,7.23161,90
60200,2728,Galicia,-7.784319,43.715242,100,8.45634,212.39139
60300,2728,Galicia,-7.734835,43.717307,164,12.18261,66.80141
60400,2728,Galicia,-7.685346,43.719351,56,11.65802,157.29364
60500,2728,Galicia,-7.635852,43.721374,56,5.56508,100.37585
60700,2728,Galicia,-7.536848,43.725355,83,6.55227,23.55226
60800,2728,Galicia,-7.487338,43.727313,0,0,0
88200,2728,Galicia,-8.028652,43.668718,49,9.35685,304.992
88300,2728,Galicia,-7.979225,43.670888,402,3.55657,2.48956
88400,2728,Galicia,-7.929791,43.673036,452,5.73543,323.74615
88600,2728,Galicia,-7.830909,43.677267,106,7.114,51.14663
88700,2728,Galicia,-7.78146,43.679351,144,12.4275,332.65012
88800,2728,Galicia,-7.732005,43.681414,410,18.96761,36.37482
88900,2728,Galicia,-7.682545,43.683456,287,8.78948,282.09476
89000,2728,Galicia,-7.63308,43.685476,116,10.5193,59.89347
89100,2728,Galicia,-7.58361,43.687474,31,11.87134,10.73267
89200,2728,Galicia,-7.534135,43.689452,132,2.52359,152.65012
89300,2728,Galicia,-7.484655,43.691408,33,3.81482,328.24051
89400,2728,Galicia,-7.43517,43.693342,10,0,0
116500,2728,Galicia,-8.124432,43.628444,104,6.43272,196.69925
116600,2728,Galicia,-8.075045,43.630653,162,8.68395,314.28384
116700,2728,Galicia,-8.025652,43.632841,203,14.53318,358.80652
116800,2728,Galicia,-7.976253,43.635007,254,9.63793,36.59663
116900,2728,Galicia,-7.92685,43.637153,208,7.93436,111.59531
117000,2728,Galicia,-7.87744,43.639277,204,9.65942,291.8858
117100,2728,Galicia,-7.828026,43.641379,218,14.65186,343.81079
117200,2728,Galicia,-7.778605,43.643461,403,21.90619,161.2001
117300,2728,Galicia,-7.72918,43.645521,380,4.71172,58.3925
117400,2728,Galicia,-7.67975,43.64756,270,23.58135,205.85187
117500,2728,Galicia,-7.630314,43.649577,142,3.36566,121.86598
117600,2728,Galicia,-7.580873,43.651573,262,15.38369,227.38594
117700,2728,Galicia,-7.531427,43.653548,379,7.27278,349.64093
117800,2728,Galicia,-7.481977,43.655502,288,13.08549,115.82099
117900,2728,Galicia,-7.432521,43.657434,198,17.20988,348.69006
118000,2728,Galicia,-7.38306,43.659345,210,2.08018,41.98721
144900,2728,Galicia,-8.170732,43.590344,48,2.69948,336.37061
145000,2728,Galicia,-8.121379,43.592572,286,8.79277,57.83561
145100,2728,Galicia,-8.072021,43.594778,188,3.03626,345.25644
145200,2728,Galicia,-8.022657,43.596963,273,2.10302,197.10272
145300,2728,Galicia,-7.973288,43.599127,233,8.69196,150.9454
145400,2728,Galicia,-7.923913,43.60127,135,0.88178,285.25513
145500,2728,Galicia,-7.874533,43.603391,147,9.57496,230.19443
145600,2728,Galicia,-7.825147,43.605491,405,6.82022,286.38953
145700,2728,Galicia,-7.775757,43.60757,448,6.2884,30.96376
145800,2728,Galicia,-7.72636,43.609627,220,3.39384,348.17853
145900,2728,Galicia,-7.676959,43.611664,456,3.7153,110.69545
146000,2728,Galicia,-7.627553,43.613679,290,11.91928,290.98489
146100,2728,Galicia,-7.578141,43.615672,31,4.72303,274.68591
146200,2728,Galicia,-7.528725,43.617645,324,4.52816,240.37625
146300,2728,Galicia,-7.479303,43.619596,315,6.28653,17.10273
146400,2728,Galicia,-7.429876,43.621526,285,7.82704,97.33438
146500,2728,Galicia,-7.380445,43.623434,415,9.4122,142.94347
146600,2728,Galicia,-7.331009,43.625322,22,1.38329,63.43495
173200,2728,Galicia,-8.266285,43.549961,42,7.73101,311.77548
173300,2728,Galicia,-8.216973,43.552228,92,0.7887,11.30993
173400,2728,Galicia,-8.167655,43.554474,95,0.24458,341.56506
173500,2728,Galicia,-8.118332,43.556699,356,2.66165,25.82099
173600,2728,Galicia,-8.069003,43.558903,185,9.51337,182.77022
173700,2728,Galicia,-8.019668,43.561085,294,2.7346,227.2906
173800,2728,Galicia,-7.970328,43.563246,261,2.98279,343.44293
173900,2728,Galicia,-7.920982,43.565386,296,5.6284,336.59531
174000,2728,Galicia,-7.871631,43.567505,249,17.02284,344.92212
174100,2728,Galicia,-7.822275,43.569602,489,2.54947,255.96376
174200,2728,Galicia,-7.772913,43.571678,540,10.55185,69.20097
174300,2728,Galicia,-7.723546,43.573733,372,10.27098,303.45331
174400,2728,Galicia,-7.674174,43.575767,232,17.67591,358.54364
174500,2728,Galicia,-7.624797,43.57778,228,18.95456,320.74228
174600,2728,Galicia,-7.575414,43.579771,331,12.09865,310.91437
174700,2728,Galicia,-7.526027,43.581741,569,8.05103,246.37062
174800,2728,Galicia,-7.476634,43.58369,688,6.49278,112.30621
174900,2728,Galicia,-7.427237,43.585617,494,20.67726,205.19022
175000,2728,Galicia,-7.377835,43.587523,127,1.64389,131.18593
175100,2728,Galicia,-7.328428,43.589408,138,14.68918,147.61932
175200,2728,Galicia,-7.279016,43.591272,0,0,0
178100,2718,"Asturias, Principado De",-5.844244,43.636031,56,5.24463,180
178200,2718,"Asturias, Principado De",-5.794715,43.637254,0,0,0
201600,2728,Galicia,-8.312434,43.511811,25,1.97109,101.30994
201700,2728,Galicia,-8.263157,43.514097,269,4.96879,323.8418
201800,2728,Galicia,-8.213874,43.516361,66,2.29834,47.72631
201900,2728,Galicia,-8.164585,43.518604,11,1.53095,225
202000,2728,Galicia,-8.11529,43.520826,22,9.29184,176.68906
202100,2728,Galicia,-8.06599,43.523027,50,0.54688,261.8699
202200,2728,Galicia,-8.016684,43.525206,255,11.02711,10.37585
202300,2728,Galicia,-7.967373,43.527365,318,5.4568,227.2906
202400,2728,Galicia,-7.918057,43.529502,371,11.70258,324.54913
202500,2728,Galicia,-7.868735,43.531618,413,17.76219,97.99352
202600,2728,Galicia,-7.819407,43.533713,434,5.80294,286.99084
202700,2728,Galicia,-7.770075,43.535786,396,21.89188,128.17885
202800,2728,Galicia,-7.720737,43.537839,358,11.58447,220.19205
202900,2728,Galicia,-7.671394,43.53987,447,13.81268,328.92834
203000,2728,Galicia,-7.622046,43.54188,256,6.67137,198.85315
203100,2728,Galicia,-7.572692,43.543869,544,9.62836,25.95338
203200,2728,Galicia,-7.523334,43.545836,566,6.88531,5.77432
203300,2728,Galicia,-7.473971,43.547783,220,13.2181,133.60281
203400,2728,Galicia,-7.424603,43.549708,100,2.79286,75.57922
203500,2728,Galicia,-7.37523,43.551612,110,13.83629,277.24188
203600,2728,Galicia,-7.325852,43.553494,163,9.46414,254.50072
203700,2728,Galicia,-7.276469,43.555355,43,2.84154,157.61987
203800,2728,Galicia,-7.227082,43.557195,26,5.01977,2.64255
203900,2728,Galicia,-7.17769,43.559014,6,0.97823,198.43495
204400,2718,"Asturias, Principado De",-6.930662,43.567788,25,1.33491,259.992
205800,2718,"Asturias, Principado De",-6.238432,43.589521,88,1.33042,324.46231
206500,2718,"Asturias, Principado De",-5.892045,43.598817,49,1.95588,341.56506
206600,2718,"Asturias, Principado De",-5.842548,43.600059,93,5.82223,6.84277
206700,2718,"Asturias, Principado De",-5.793048,43.60128,82,4.52816,150.37625
230100,2728,Galicia,-8.309282,43.475949,141,17.0216,295.32214
230200,2728,Galicia,-8.260034,43.478231,3,1.65475,142.59464
230400,2728,Galicia,-8.16152,43.482733,73,4.48074,312.20728
230500,2728,Galicia,-8.112254,43.484952,199,5.14555,319.8645
230600,2728,Galicia,-8.062983,43.48715,361,12.56223,218.60561
230700,2728,Galicia,-8.013706,43.489327,293,25.92351,1.27303
230800,2728,Galicia,-7.964424,43.491483,412,11.65025,314.46948
230900,2728,Galicia,-7.915136,43.493618,502,5.68788,327.17145
231000,2728,Galicia,-7.865843,43.495731,459,6.76838,303.87079
231100,2728,Galicia,-7.816545,43.497823,457,6.59162,37.40536
231200,2728,Galicia,-7.767241,43.499894,554,17.11265,1.50744
231300,2728,Galicia,-7.717933,43.501944,678,1.80995,70.01689
231400,2728,Galicia,-7.668619,43.503973,612,1.81983,347.73523
231500,2728,Galicia,-7.6193,43.50598,586,4.55819,61.69924
231600,2728,Galicia,-7.569975,43.507967,684,9.05557,1.94149
231700,2728,Galicia,-7.520646,43.509932,632,1.76652,156.80141
231800,2728,Galicia,-7.471312,43.511876,224,24.01283,0.69446
231900,2728,Galicia,-7.421973,43.513798,270,10.29327,311.98721
232000,2728,Galicia,-7.372629,43.5157,297,4.30648,345.46555
232100,2728,Galicia,-7.32328,43.51758,292,9.8131,172.37581
232200,2728,Galicia,-7.273927,43.519439,4,1.3919,270
232300,2728,Galicia,-7.224569,43.521277,246,7.22107,345.8157
232400,2728,Galicia,-7.175206,43.523093,482,6.81333,237.92599
232500,2728,Galicia,-7.125839,43.524888,307,3.8613,143.1301
232600,2728,Galicia,-7.076467,43.526662,145,6.99686,330.33328
232800,2718,"Asturias, Principado De",-6.97771,43.530146,67,1.43836,323.74615
232900,2718,"Asturias, Principado De",-6.928324,43.531856,77,1.64025,351.8699
233000,2718,"Asturias, Principado De",-6.878935,43.533545,63,3.38858,133.15239
233100,2718,"Asturias, Principado De",-6.829541,43.535213,101,1.40046,353.65979
233200,2718,"Asturias, Principado De",-6.780143,43.536859,172,11.71031,355.1434
233300,2718,"Asturias, Principado De",-6.730741,43.538484,15,7.71967,134.19307
233400,2718,"Asturias, Principado De",-6.681335,43.540088,72,2.35985,58.3925
233500,2718,"Asturias, Principado De",-6.631925,43.54167,98,6.24048,90.70732
233600,2718,"Asturias, Principado De",-6.582511,43.543231,82,1.2373,90
233700,2718,"Asturias, Principado De",-6.533092,43.544771,21,9.10335,293.32535
233800,2718,"Asturias, Principado De",-6.48367,43.546289,48,2.42717,260.83765
233900,2718,"Asturias, Principado De",-6.434244,43.547787,106,4.41672,354.98688
234000,2718,"Asturias, Principado De",-6.384815,43.549262,91,0.63776,75.96376
234100,2718,"Asturias, Principado De",-6.335381,43.550717,123,9.09063,242.35402
234200,2718,"Asturias, Principado De",-6.285944,43.55215,256,18.57631,336.3179
234300,2718,"Asturias, Principado De",-6.236504,43.553562,26,8.32541,127.50414
234400,2718,"Asturias, Principado De",-6.187059,43.554952,126,16.84681,301.13898
234500,2718,"Asturias, Principado De",-6.137612,43.556321,117,0.85422,5.19443
234600,2718,"Asturias, Principado De",-6.08816,43.557669,121,1.16256,183.81407
234700,2718,"Asturias, Principado De",-6.038706,43.558995,136,0.54688,351.8699
234800,2718,"Asturias, Principado De",-5.989248,43.5603,91,6.85884,135.90938
234900,2718,"Asturias, Principado De",-5.939787,43.561584,31,3.29412,39.28941
235000,2718,"Asturias, Principado De",-5.890322,43.562846,12,5.67853,311.69812
235100,2718,"Asturias, Principado De",-5.840854,43.564087,55,1.97109,168.69006
235200,2718,"Asturias, Principado De",-5.791384,43.565307,49,3.5716,158.4287
235300,2718,"Asturias, Principado De",-5.74191,43.566505,102,4.09294,144.21103
258700,2728,Galicia,-8.256917,43.442366,78,3.39384,131.30861
258800,2728,Galicia,-8.207691,43.444624,66,3.63108,330.70865
258900,2728,Galicia,-8.15846,43.446862,216,6.5244,281.5752
259000,2728,Galicia,-8.109224,43.449078,276,5.1005,356.53177
259100,2728,Galicia,-8.059981,43.451274,329,3.52294,254.74489
259200,2728,Galicia,-8.010734,43.453448,484,11.41595,209.64987
259300,2728,Galicia,-7.96148,43.455601,504,0.7887,258.69006
259400,2728,Galicia,-7.912222,43.457733,367,5.66083,209.35776
259500,2728,Galicia,-7.862958,43.459844,362,1.75294,221.42366
259600,2728,Galicia,-7.813688,43.461933,581,9.27691,269.52649
259700,2728,Galicia,-7.764414,43.464002,543,4.63048,270
259800,2728,Galicia,-7.715134,43.466049,570,11.07962,195.18584
259900,2728,Galicia,-7.665849,43.468075,644,9.79432,124.8085
260000,2728,Galicia,-7.616559,43.47008,650,3.7137,315
260100,2728,Galicia,-7.567263,43.472064,828,20.58399,60.02522
260200,2728,Galicia,-7.517963,43.474027,598,7.23323,91.21887
260300,2728,Galicia,-7.468658,43.475968,406,4.26353,328.32452
260400,2728,Galicia,-7.419348,43.477888,549,6.65638,150.17291
260500,2728,Galicia,-7.370033,43.479787,157,13.52654,134.09062
260600,2728,Galicia,-7.320714,43.481665,104,6.28559,250.67682
260700,2728,Galicia,-7.271389,43.483522,250,7.17306,337.28558
260800,2728,Galicia,-7.22206,43.485357,329,6.79003,147.03059
260900,2728,Galicia,-7.172727,43.487172,171,0.54688,45
261000,2728,Galicia,-7.123388,43.488965,86,5.17422,26.56505
261100,2728,Galicia,-7.074046,43.490736,88,17.48908,19.52173
261200,2718,"Asturias, Principado De",-7.024698,43.492487,143,16.91643,339.47372
261300,2718,"Asturias, Principado De",-6.975347,43.494216,239,10.03142,254.05461
261400,2718,"Asturias, Principado De",-6.925991,43.495924,143,6.26308,58.06932
261500,2718,"Asturias, Principado De",-6.87663,43.497611,234,11.03175,42.19363
261600,2718,"Asturias, Principado De",-6.827266,43.499276,202,19.92256,13.57043
261700,2718,"Asturias, Principado De",-6.777897,43.50092,251,14.248,134.13847
261800,2718,"Asturias, Principado De",-6.728524,43.502543,84,11.60937,191.75293
261900,2718,"Asturias, Principado De",-6.679147,43.504145,210,16.13678,49.92062
262000,2718,"Asturias, Principado De",-6.629766,43.505726,327,10.38575,315.5968
262100,2718,"Asturias, Principado De",-6.580381,43.507285,328,15.83842,196.02029
262200,2718,"Asturias, Principado De",-6.530992,43.508822,99,17.10863,260.66162
262300,2718,"Asturias, Principado De",-6.481599,43.510339,450,11.68904,130.23636
262400,2718,"Asturias, Principado De",-6.432203,43.511834,19,1.00833,4.3987
262500,2718,"Asturias, Principado De",-6.382802,43.513308,297,22.37856,206.061
262600,2718,"Asturias, Principado De",-6.333398,43.514761,425,19.15977,150.9454
262700,2718,"Asturias, Principado De",-6.28399,43.516192,353,28.34271,210.86539
262800,2718,"Asturias, Principado De",-6.234579,43.517602,277,24.61595,314.76129
262900,2718,"Asturias, Principado De",-6.185164,43.518991,351,11.39656,343.26401
263000,2718,"Asturias, Principado De",-6.135746,43.520358,427,18.70802,144.40923
263100,2718,"Asturias, Principado De",-6.086324,43.521704,20,10.10439,89.13195
263200,2718,"Asturias, Principado De",-6.036898,43.523029,149,13.84108,46.77604
263300,2718,"Asturias, Principado De",-5.98747,43.524332,156,6.82022,200.48035
263400,2718,"Asturias, Principado De",-5.938038,43.525614,64,8.07631,124.14359
263500,2718,"Asturias, Principado De",-5.888603,43.526875,65,2.65941,35.53768
263600,2718,"Asturias, Principado De",-5.839164,43.528114,67,3.81014,17.70042
263700,2718,"Asturias, Principado De",-5.789723,43.529332,219,5.24463,0
263800,2718,"Asturias, Principado De",-5.740278,43.530529,80,13.00723,135.47351
263900,2718,"Asturias, Principado De",-5.690831,43.531704,18,2.10302,126.02737
264000,2718,"Asturias, Principado De",-5.64138,43.532858,14,1.03177,77.00539
264100,2718,"Asturias, Principado De",-5.591927,43.533991,128,2.07443,116.56505
264200,2718,"Asturias, Principado De",-5.542471,43.535102,155,2.7346,132.70938
264300,2718,"Asturias, Principado De",-5.493011,43.536192,116,9.11287,313.63608
264400,2718,"Asturias, Principado De",-5.44355,43.53726,141,3.63599,77.73523
264500,2718,"Asturias, Principado De",-5.394085,43.538307,125,5.08073,149.93141
287400,2728,Galicia,-8.155407,43.41099,0,0,0
287500,2728,Galicia,-8.106199,43.413204,273,25.01496,84.35538
287600,2728,Galicia,-8.056985,43.415397,262,19.55001,208.12373
287700,2728,Galicia,-8.007766,43.417568,522,1.03755,296.56506
287800,2728,Galicia,-7.958542,43.419718,500,12.22181,190.04935
287900,2728,Galicia,-7.909312,43.421848,460,4.31887,298.85565
288000,2728,Galicia,-7.860077,43.423956,434,8.93201,355.07288
288100,2728,Galicia,-7.810837,43.426043,424,2.17009,265.91437
288200,2728,Galicia,-7.761591,43.428109,510,7.76416,180.56726
288300,2728,Galicia,-7.71234,43.430154,720,14.88038,163.77472
288400,2728,Galicia,-7.663084,43.432177,834,13.77739,151.74197
288500,2728,Galicia,-7.613823,43.43418,708,7.62146,272.89127
288600,2728,Galicia,-7.564556,43.436161,802,14.73382,160.82098
288700,2728,Galicia,-7.515285,43.438121,712,15.23217,175.16559
288800,2728,Galicia,-7.466009,43.44006,741,11.65025,8.66061
288900,2728,Galicia,-7.416728,43.441978,493,4.30648,165.46555
289000,2728,Galicia,-7.367442,43.443875,251,14.16272,138.03557
289100,2728,Galicia,-7.318152,43.44575,406,15.8425,338.80594
289200,2728,Galicia,-7.268856,43.447605,202,8.40188,210.78415
289300,2728,Galicia,-7.219556,43.449438,216,15.16955,15.00492
289400,2728,Galicia,-7.170252,43.45125,250,14.23447,343.30075
289500,2728,Galicia,-7.120943,43.45304,251,1.43836,216.25385
289600,2728,Galicia,-7.071629,43.45481,171,11.57616,40.72416
289700,2718,"Asturias, Principado De",-7.022311,43.456558,101,13.31542,20.70904
289800,2718,"Asturias, Principado De",-6.972988,43.458285,286,9.0043,261.17963
289900,2718,"Asturias, Principado De",-6.923661,43.459991,426,12.61922,138.91158
290000,2718,"Asturias, Principado De",-6.87433,43.461676,394,13.35171,28.16833
290100,2718,"Asturias, Principado De",-6.824995,43.463339,675,22.1457,317.41949
290200,2718,"Asturias, Principado De",-6.775655,43.464982,627,9.70224,141.41084
290300,2718,"Asturias, Principado De",-6.726311,43.466602,92,27.78478,182.34927
290400,2718,"Asturias, Principado De",-6.676963,43.468202,308,23.40681,340.88702
290500,2718,"Asturias, Principado De",-6.627612,43.469781,467,11.58447,130.19205
290600,2718,"Asturias, Principado De",-6.578256,43.471338,355,32.91673,357.25095
290700,2718,"Asturias, Principado De",-6.528896,43.472874,425,20.83264,105.21947
290800,2718,"Asturias, Principado De",-6.479532,43.474388,226,10.71142,177.54596
290900,2718,"Asturias, Principado De",-6.430165,43.475882,169,23.32699,219.92039
291000,2718,"Asturias, Principado De",-6.380794,43.477354,223,14.74904,269.11859
291100,2718,"Asturias, Principado De",-6.331419,43.478805,608,24.08755,178.09662
291200,2718,"Asturias, Principado De",-6.28204,43.480234,378,12.85649,88.30535
291300,2718,"Asturias, Principado De",-6.232658,43.481642,202,14.35758,142.28403
291400,2718,"Asturias, Principado De",-6.183272,43.483029,287,19.42336,284.40863
291500,2718,"Asturias, Principado De",-6.133883,43.484395,88,10.61287,323.79053
291600,2718,"Asturias, Principado De",-6.08449,43.485739,222,17.79732,71.86981
291700,2718,"Asturias, Principado De",-6.035094,43.487062,371,14.17011,245.35323
291800,2718,"Asturias, Principado De",-5.985695,43.488364,324,10.17172,155.55605
291900,2718,"Asturias, Principado De",-5.936292,43.489645,459,2.4565,155.85446
292000,2718,"Asturias, Principado De",-5.886886,43.490904,181,12.196,200.47229
292100,2718,"Asturias, Principado De",-5.837477,43.492142,174,4.5906,286.60699
292200,2718,"Asturias, Principado De",-5.788065,43.493358,58,3.02249,122.47119
292300,2718,"Asturias, Principado De",-5.73865,43.494553,62,8.04379,313.45184
292400,2718,"Asturias, Principado De",-5.689232,43.495727,103,2.84154,247.61986
292500,2718,"Asturias, Principado De",-5.63981,43.496879,39,6.11173,213.69006
292600,2718,"Asturias, Principado De",-5.590386,43.498011,236,21.57525,332.99759
292700,2718,"Asturias, Principado De",-5.540959,43.49912,118,17.80587,138.06648
292800,2718,"Asturias, Principado De",-5.49153,43.500209,287,12.79895,16.92751
292900,2718,"Asturias, Principado De",-5.442097,43.501276,103,11.16551,176.86365
293000,2718,"Asturias, Principado De",-5.392662,43.502322,36,2.86869,4.63546
293100,2718,"Asturias, Principado De",-5.343224,43.503346,175,10.40392,359.15747
293200,2718,"Asturias, Principado De",-5.293784,43.504349,146,6.214,132.99045
315300,2728,Galicia,-8.447313,43.361411,51,7.39725,152.10272
315400,2728,Galicia,-8.398169,43.363748,0,0,0
315600,2728,Galicia,-8.299862,43.368359,128,3.99894,259.992
315800,2728,Galicia,-8.201532,43.372886,73,3.63763,183.65222
315900,2728,Galicia,-8.152359,43.375118,158,8.19867,192.99461
316000,2728,Galicia,-8.103179,43.377329,341,13.50231,141.3905
316100,2728,Galicia,-8.053995,43.379519,400,6.09145,34.69515
316200,2728,Galicia,-8.004805,43.381688,379,5.57781,40.51539
316300,2728,Galicia,-7.955609,43.383836,407,5.8596,125.36246
316400,2728,Galicia,-7.906408,43.385962,436,4.9401,128.65981
316500,2728,Galicia,-7.857202,43.388068,532,7.20158,40.66769
316600,2728,Galicia,-7.80799,43.390152,459,2.07443,116.56505
316700,2728,Galicia,-7.758773,43.392216,515,4.36671,45
316800,2728,Galicia,-7.709551,43.394258,531,4.87978,124.69515
316900,2728,Galicia,-7.660324,43.396279,526,5.80599,95.33216
317000,2728,Galicia,-7.611092,43.398279,608,11.94954,156.70544
317100,2728,Galicia,-7.561855,43.400258,893,4.60479,230.44034
317200,2728,Galicia,-7.512612,43.402215,778,2.46619,237.80426
317300,2728,Galicia,-7.463365,43.404152,599,4.84321,157.52057
317400,2728,Galicia,-7.414113,43.406068,683,5.51818,172.77568
317500,2728,Galicia,-7.364856,43.407962,204,6.83312,104.34933
317600,2728,Galicia,-7.315595,43.409835,265,15.87277,10.66978
317700,2728,Galicia,-7.266328,43.411687,427,16.23729,59.03624
317800,2728,Galicia,-7.217057,43.413518,338,9.91741,103.3925
317900,2718,"Asturias, Principado De",-7.167782,43.415328,252,21.62245,142.19347
318000,2718,"Asturias, Principado De",-7.118501,43.417116,287,11.70258,334.93799
318100,2718,"Asturias, Principado De",-7.069217,43.418883,537,7.49152,95.30093
318200,2718,"Asturias, Principado De",-7.019928,43.42063,201,17.00038,109.87505
318300,2718,"Asturias, Principado De",-6.970634,43.422354,295,13.1704,340.10162
318400,2718,"Asturias, Principado De",-6.921336,43.424058,450,27.14387,196.04901
318500,2718,"Asturias, Principado De",-6.872034,43.425741,592,20.48891,322.63333
318600,2718,"Asturias, Principado De",-6.822728,43.427402,506,17.04994,26.11391
318700,2718,"Asturias, Principado De",-6.773417,43.429042,326,18.73758,20.74285
318800,2718,"Asturias, Principado De",-6.724102,43.430661,209,12.55553,149.39359
318900,2718,"Asturias, Principado De",-6.674784,43.432259,627,20.09797,27.69947
319000,2718,"Asturias, Principado De",-6.625461,43.433835,656,20.79304,349.96841
319100,2718,"Asturias, Principado De",-6.576134,43.435391,660,21.80933,144.05789
319200,2718,"Asturias, Principado De",-6.526803,43.436925,582,13.3883,194.11505
319300,2718,"Asturias, Principado De",-6.477469,43.438437,469,22.40975,315.53052
319400,2718,"Asturias, Principado De",-6.428131,43.439929,329,21.26132,357.61407
319500,2718,"Asturias, Principado De",-6.378789,43.441399,538,10.55998,79.99202
319600,2718,"Asturias, Principado De",-6.329443,43.442848,523,12.39311,195.31686
319700,2718,"Asturias, Principado De",-6.280093,43.444276,514,11.90364,186.98849
319800,2718,"Asturias, Principado De",-6.23074,43.445682,291,19.29428,167.30345
319900,2718,"Asturias, Principado De",-6.181384,43.447068,420,21.63451,344.40283
320000,2718,"Asturias, Principado De",-6.132024,43.448432,22,2.59125,72.64597
320100,2718,"Asturias, Principado De",-6.08266,43.449774,27,7.73705,25.29202
320200,2718,"Asturias, Principado De",-6.033293,43.451096,270,9.12302,153.00417
320300,2718,"Asturias, Principado De",-5.983923,43.452396,479,17.79732,108.13019
320400,2718,"Asturias, Principado De",-5.93455,43.453675,219,5.99687,154.09349
320500,2718,"Asturias, Principado De",-5.885173,43.454932,244,7.63983,290.62354
320600,2718,"Asturias, Principado De",-5.835793,43.456168,291,11.59913,26.56505
320700,2718,"Asturias, Principado De",-5.78641,43.457383,170,4.17912,78.27489
320800,2718,"Asturias, Principado De",-5.737024,43.458577,110,21.18024,359.00192
320900,2718,"Asturias, Principado De",-5.687635,43.459749,177,14.39848,24.54369
321000,2718,"Asturias, Principado De",-5.638243,43.4609,224,6.49821,301.42957
321100,2718,"Asturias, Principado De",-5.588848,43.46203,433,19.06211,225.31654
321200,2718,"Asturias, Principado De",-5.539451,43.463139,439,5.68788,302.82855
321300,2718,"Asturias, Principado De",-5.49005,43.464226,59,3.73924,218.29016
321400,2718,"Asturias, Principado De",-5.440647,43.465291,66,6.05945,262.69424
321500,2718,"Asturias, Principado De",-5.391241,43.466336,144,9.53697,44.34894
321600,2718,"Asturias, Principado De",-5.341833,43.467359,200,11.47441,13.85142
321700,2718,"Asturias, Principado De",-5.292422,43.468361,138,16.36326,32.22876
321800,2718,"Asturias, Principado De",-5.243008,43.469341,71,2.67952,56.76829
321900,2718,"Asturias, Principado De",-5.193592,43.4703,48,10.87733,335.95578
322000,2718,"Asturias, Principado De",-5.144174,43.471238,177,15.91618,13.97046
322100,2718,"Asturias, Principado De",-5.094753,43.472155,73,2.64592,83.29016
324700,2721,Cantabria,-3.809163,43.488483,30,3.59319,334.53665
325100,2721,Cantabria,-3.611302,43.489712,18,4.30096,338.96249
325200,2721,Cantabria,-3.561835,43.489966,37,1.91265,104.03624
325300,2721,Cantabria,-3.512368,43.490198,0,0,0
342900,2728,Galicia,-8.88587,43.303604,189,3.27963,46.90915
343000,2728,Galicia,-8.836809,43.306127,67,3.99894,280.008
343500,2728,Galicia,-8.591411,43.318427,20,0,0
343700,2728,Galicia,-8.493209,43.3232,32,3.5666,287.65015
343800,2728,Galicia,-8.444099,43.325556,105,9.57797,359.54163
343900,2728,Galicia,-8.394983,43.32789,61,12.07487,31.58382
344000,2728,Galicia,-8.345861,43.330203,97,4.09874,3.2397
344100,2728,Galicia,-8.296733,43.332495,153,3.60311,210.96375
344200,2728,Galicia,-8.2476,43.334767,54,4.87249,100.95406
344400,2728,Galicia,-8.149316,43.339246,241,6.50002,193.70697
344500,2728,Galicia,-8.100166,43.341454,316,6.2367,107.98734
344600,2728,Galicia,-8.05101,43.343641,398,5.93461,270.74408
344700,2728,Galicia,-8.001848,43.345807,601,6.28559,199.32318
344800,2728,Galicia,-7.952682,43.347952,501,12.65823,342.87195
344900,2728,Galicia,-7.903509,43.350076,517,25.44842,146.80579
345000,2728,Galicia,-7.854332,43.352179,508,6.32387,267.20728
345100,2728,Galicia,-7.805149,43.354261,454,2.67952,56.76829
345200,2728,Galicia,-7.755961,43.356322,471,1.31233,225
345300,2728,Galicia,-7.706768,43.358362,511,7.74911,10.86406
345400,2728,Galicia,-7.657569,43.36038,476,3.97509,114.0755
345500,2728,Galicia,-7.608366,43.362378,448,1.75294,131.42366
345600,2728,Galicia,-7.559158,43.364354,588,4.88584,74.42746
345700,2728,Galicia,-7.509944,43.366309,619,9.91335,156.80141
345800,2728,Galicia,-7.460726,43.368244,489,4.01526,0
345900,2728,Galicia,-7.411503,43.370157,593,7.20158,229.33232
346000,2728,Galicia,-7.362275,43.372049,718,0.7337,161.56505
346100,2728,Galicia,-7.313042,43.373919,747,13.91278,141.19391
346200,2728,Galicia,-7.263805,43.375769,484,4.20179,110.43283
346300,2728,Galicia,-7.214563,43.377598,493,21.62973,353.74597
346400,2728,Galicia,-7.165316,43.379405,157,23.9523,353.54443
346500,2718,"Asturias, Principado De",-7.116065,43.381191,422,20.72561,137.60257
346600,2718,"Asturias, Principado De",-7.066809,43.382957,573,22.62914,102.91118
346700,2718,"Asturias, Principado De",-7.017549,43.3847,582,19.3809,109.26929
346800,2718,"Asturias, Principado De",-6.968284,43.386423,824,11.84658,274.05933
346900,2718,"Asturias, Principado De",-6.919015,43.388125,507,26.47593,163.62799
