"ID,N,10,0","XCOORD,N,21,6","YCOORD,N,21,6"
48989,254000.000000,9527000.000000
48990,258000.000000,9527000.000000
48991,262000.000000,9527000.000000
48992,266000.000000,9527000.000000
48993,270000.000000,9527000.000000
48994,274000.000000,9527000.000000
49503,230000.000000,9523000.000000
49504,234000.000000,9523000.000000
49505,238000.000000,9523000.000000
49506,242000.000000,9523000.000000
49507,246000.000000,9523000.000000
49508,250000.000000,9523000.000000
49509,254000.000000,9523000.000000
49510,258000.000000,9523000.000000
49511,262000.000000,9523000.000000
49512,266000.000000,9523000.000000
49513,270000.000000,9523000.000000
49514,274000.000000,9523000.000000
49515,278000.000000,9523000.000000
50023,230000.000000,9519000.000000
50024,234000.000000,9519000.000000
50025,238000.000000,9519000.000000
50026,242000.000000,9519000.000000
50027,246000.000000,9519000.000000
50028,250000.000000,9519000.000000
50029,254000.000000,9519000.000000
50030,258000.000000,9519000.000000
50031,262000.000000,9519000.000000
50032,266000.000000,9519000.000000
50033,270000.000000,9519000.000000
50034,274000.000000,9519000.000000
50035,278000.000000,9519000.000000
50036,282000.000000,9519000.000000
50543,230000.000000,9515000.000000
50544,234000.000000,9515000.000000
50545,238000.000000,9515000.000000
50546,242000.000000,9515000.000000
50547,246000.000000,9515000.000000
50548,250000.000000,9515000.000000
50549,254000.000000,9515000.000000
50550,258000.000000,9515000.000000
50551,262000.000000,9515000.000000
50552,266000.000000,9515000.000000
50553,270000.000000,9515000.000000
50554,274000.000000,9515000.000000
50555,278000.000000,9515000.000000
50556,282000.000000,9515000.000000
50557,286000.000000,9515000.000000
50558,290000.000000,9515000.000000
50559,294000.000000,9515000.000000
50562,306000.000000,9515000.000000
50563,310000.000000,9515000.000000
50564,314000.000000,9515000.000000
51063,230000.000000,9511000.000000
51064,234000.000000,9511000.000000
51065,238000.000000,9511000.000000
51066,242000.000000,9511000.000000
51067,246000.000000,9511000.000000
51068,250000.000000,9511000.000000
51069,254000.000000,9511000.000000
51070,258000.000000,9511000.000000
51071,262000.000000,9511000.000000
51072,266000.000000,9511000.000000
