"ID,N,10,0","XCOORD,N,21,6","YCOORD,N,21,6"
66649,174000.000000,9391000.000000
66650,178000.000000,9391000.000000
66651,182000.000000,9391000.000000
66652,186000.000000,9391000.000000
66653,190000.000000,9391000.000000
66654,194000.000000,9391000.000000
66655,198000.000000,9391000.000000
66656,202000.000000,9391000.000000
66657,206000.000000,9391000.000000
66658,210000.000000,9391000.000000
66659,214000.000000,9391000.000000
66660,218000.000000,9391000.000000
66661,222000.000000,9391000.000000
66662,226000.000000,9391000.000000
66663,230000.000000,9391000.000000
66664,234000.000000,9391000.000000
66665,238000.000000,9391000.000000
67116,-38000.000000,9387000.000000
67117,-34000.000000,9387000.000000
67118,-30000.000000,9387000.000000
67119,-26000.000000,9387000.000000
67120,-22000.000000,9387000.000000
67121,-18000.000000,9387000.000000
67122,-14000.000000,9387000.000000
67123,-10000.000000,9387000.000000
67124,-6000.000000,9387000.000000
67125,-2000.000000,9387000.000000
67126,2000.000000,9387000.000000
67127,6000.000000,9387000.000000
67128,10000.000000,9387000.000000
67129,14000.000000,9387000.000000
67130,18000.000000,9387000.000000
67131,22000.000000,9387000.000000
67132,26000.000000,9387000.000000
67133,30000.000000,9387000.000000
67134,34000.000000,9387000.000000
67135,38000.000000,9387000.000000
67136,42000.000000,9387000.000000
67137,46000.000000,9387000.000000
67138,50000.000000,9387000.000000
67139,54000.000000,9387000.000000
67140,58000.000000,9387000.000000
67141,62000.000000,9387000.000000
67142,66000.000000,9387000.000000
67143,70000.000000,9387000.000000
67144,74000.000000,9387000.000000
67145,78000.000000,9387000.000000
67146,82000.000000,9387000.000000
67147,86000.000000,9387000.000000
67148,90000.000000,9387000.000000
67149,94000.000000,9387000.000000
67150,98000.000000,9387000.000000
67151,102000.000000,9387000.000000
67152,106000.000000,9387000.000000
67153,110000.000000,9387000.000000
67154,114000.000000,9387000.000000
67155,118000.000000,9387000.000000
67156,122000.000000,9387000.000000
67157,126000.000000,9387000.000000
67158,130000.000000,9387000.000000
67159,134000.000000,9387000.000000
67160,138000.000000,9387000.000000
67161,142000.000000,9387000.000000
67162,146000.000000,9387000.000000
67163,150000.000000,9387000.000000
67164,154000.000000,9387000.000000
67165,158000.000000,9387000.000000
67166,162000.000000,9387000.000000
67167,166000.000000,9387000.000000
67168,170000.000000,9387000.000000
67169,174000.000000,9387000.000000
67170,178000.000000,9387000.000000
67171,182000.000000,9387000.000000
67172,186000.000000,9387000.000000
67173,190000.000000,9387000.000000
67174,194000.000000,9387000.000000
67175,198000.000000,9387000.000000
67176,202000.000000,9387000.000000
67177,206000.000000,9387000.000000
67178,210000.000000,9387000.000000
67179,214000.000000,9387000.000000
67180,218000.000000,9387000.000000
67181,222000.000000,9387000.000000
67182,226000.000000,9387000.000000
67183,230000.000000,9387000.000000
67184,234000.000000,9387000.000000
67185,238000.000000,9387000.000000
