1 -761000 4601000
2 -761000 4651000
3 -761000 4701000
4 -761000 4751000
5 -761000 4801000
6 -761000 4851000
7 -761000 4901000
8 -761000 4951000
9 -761000 5001000
10 -761000 5051000
11 -761000 5101000
12 -761000 5151000
13 -761000 5201000
14 -761000 5251000
15 -761000 5301000
16 -761000 5351000
17 -761000 5401000
18 -761000 5451000
19 -761000 5501000
20 -761000 5551000
21 -761000 5601000
22 -761000 5651000
23 -761000 5701000
24 -761000 5751000
25 -711000 4601000
26 -711000 4651000
27 -711000 4701000
28 -711000 4751000
29 -711000 4801000
30 -711000 4851000
31 -711000 4901000
32 -711000 4951000
33 -711000 5001000
34 -711000 5051000
35 -711000 5101000
36 -711000 5151000
37 -711000 5201000
38 -711000 5251000
39 -711000 5301000
40 -711000 5351000
41 -711000 5401000
42 -711000 5451000
43 -711000 5501000
44 -711000 5551000
45 -711000 5601000
46 -711000 5651000
47 -711000 5701000
48 -711000 5751000
49 -661000 4601000
50 -661000 4651000
51 -661000 4701000
52 -661000 4751000
53 -661000 4801000
54 -661000 4851000
55 -661000 4901000
56 -661000 4951000
57 -661000 5001000
58 -661000 5051000
59 -661000 5101000
60 -661000 5151000
61 -661000 5201000
62 -661000 5251000
63 -661000 5301000
64 -661000 5351000
65 -661000 5401000
66 -661000 5451000
67 -661000 5501000
68 -661000 5551000
69 -661000 5601000
70 -661000 5651000
71 -661000 5701000
72 -661000 5751000
73 -611000 4601000
74 -611000 4651000
75 -611000 4701000
76 -611000 4751000
77 -611000 4801000
78 -611000 4851000
79 -611000 4901000
80 -611000 4951000
81 -611000 5001000
82 -611000 5051000
83 -611000 5101000
84 -611000 5151000
85 -611000 5201000
86 -611000 5251000
87 -611000 5301000
88 -611000 5351000
89 -611000 5401000
90 -611000 5451000
91 -611000 5501000
92 -611000 5551000
93 -611000 5601000
94 -611000 5651000
95 -611000 5701000
96 -611000 5751000
97 -561000 4601000
98 -561000 4651000
99 -561000 4701000
100 -561000 4751000
101 -561000 4801000
102 -561000 4851000
103 -561000 4901000
104 -561000 4951000
105 -561000 5001000
106 -561000 5051000
107 -561000 5101000
108 -561000 5151000
109 -561000 5201000
110 -561000 5251000
111 -561000 5301000
112 -561000 5351000
113 -561000 5401000
114 -561000 5451000
115 -561000 5501000
116 -561000 5551000
117 -561000 5601000
118 -561000 5651000
119 -561000 5701000
120 -561000 5751000
121 -511000 4601000
122 -511000 4651000
123 -511000 4701000
124 -511000 4751000
125 -511000 4801000
126 -511000 4851000
127 -511000 4901000
128 -511000 4951000
129 -511000 5001000
130 -511000 5051000
131 -511000 5101000
132 -511000 5151000
133 -511000 5201000
134 -511000 5251000
135 -511000 5301000
136 -511000 5351000
137 -511000 5401000
138 -511000 5451000
139 -511000 5501000
140 -511000 5551000
141 -511000 5601000
142 -511000 5651000
143 -511000 5701000
144 -511000 5751000
145 -461000 4601000
146 -461000 4651000
147 -461000 4701000
148 -461000 4751000
149 -461000 4801000
150 -461000 4851000
151 -461000 4901000
152 -461000 4951000
153 -461000 5001000
154 -461000 5051000
155 -461000 5101000
156 -461000 5151000
157 -461000 5201000
158 -461000 5251000
159 -461000 5301000
160 -461000 5351000
161 -461000 5401000
162 -461000 5451000
163 -461000 5501000
164 -461000 5551000
165 -461000 5601000
166 -461000 5651000
167 -461000 5701000
168 -461000 5751000
169 -411000 4601000
170 -411000 4651000
171 -411000 4701000
172 -411000 4751000
173 -411000 4801000
174 -411000 4851000
175 -411000 4901000
176 -411000 4951000
177 -411000 5001000
178 -411000 5051000
179 -411000 5101000
180 -411000 5151000
181 -411000 5201000
182 -411000 5251000
183 -411000 5301000
184 -411000 5351000
185 -411000 5401000
186 -411000 5451000
187 -411000 5501000
188 -411000 5551000
189 -411000 5601000
190 -411000 5651000
191 -411000 5701000
192 -411000 5751000
193 -361000 4601000
194 -361000 4651000
195 -361000 4701000
196 -361000 4751000
197 -361000 4801000
198 -361000 4851000
199 -361000 4901000
200 -361000 4951000
201 -361000 5001000
202 -361000 5051000
203 -361000 5101000
204 -361000 5151000
205 -361000 5201000
206 -361000 5251000
207 -361000 5301000
208 -361000 5351000
209 -361000 5401000
210 -361000 5451000
211 -361000 5501000
212 -361000 5551000
213 -361000 5601000
214 -361000 5651000
215 -361000 5701000
216 -361000 5751000
217 -311000 4601000
218 -311000 4651000
219 -311000 4701000
220 -311000 4751000
221 -311000 4801000
222 -311000 4851000
223 -311000 4901000
224 -311000 4951000
225 -311000 5001000
226 -311000 5051000
227 -311000 5101000
228 -311000 5151000
229 -311000 5201000
230 -311000 5251000
231 -311000 5301000
232 -311000 5351000
233 -311000 5401000
234 -311000 5451000
235 -311000 5501000
236 -311000 5551000
237 -311000 5601000
238 -311000 5651000
239 -311000 5701000
240 -311000 5751000
241 -261000 4601000
242 -261000 4651000
243 -261000 4701000
244 -261000 4751000
245 -261000 4801000
246 -261000 4851000
247 -261000 4901000
248 -261000 4951000
249 -261000 5001000
250 -261000 5051000
251 -261000 5101000
252 -261000 5151000
253 -261000 5201000
254 -261000 5251000
255 -261000 5301000
256 -261000 5351000
257 -261000 5401000
258 -261000 5451000
259 -261000 5501000
260 -261000 5551000
261 -261000 5601000
262 -261000 5651000
263 -261000 5701000
264 -261000 5751000
265 -211000 4601000
266 -211000 4651000
267 -211000 4701000
268 -211000 4751000
269 -211000 4801000
270 -211000 4851000
271 -211000 4901000
272 -211000 4951000
273 -211000 5001000
274 -211000 5051000
275 -211000 5101000
276 -211000 5151000
277 -211000 5201000
278 -211000 5251000
279 -211000 5301000
280 -211000 5351000
281 -211000 5401000
282 -211000 5451000
283 -211000 5501000
284 -211000 5551000
285 -211000 5601000
286 -211000 5651000
